Time_s,X,Y,Z
25.542,0.387,-0.066,-0.93
25.575,0.387,-0.066,-0.93
25.608,0.387,-0.066,-0.93
25.641,0.387,-0.066,-0.93
25.674,0.387,-0.066,-0.93
25.707,0.387,-0.066,-0.93
25.74,0.387,-0.066,-0.93
25.773,0.387,-0.066,-0.93
25.806,0.387,-0.066,-0.93
25.839,0.387,-0.066,-0.93
25.872,0.387,-0.066,-0.93
25.905,0.387,-0.066,-0.93
25.938,0.387,-0.066,-0.93
25.971,0.387,-0.066,-0.93
26.004,0.387,-0.066,-0.93
26.037,0.387,-0.066,-0.93
26.07,0.387,-0.066,-0.93
26.103,0.387,-0.066,-0.93
26.136,0.387,-0.066,-0.93
26.169,0.387,-0.066,-0.93
26.202,0.387,-0.066,-0.93
26.235,0.387,-0.066,-0.93
26.268,0.387,-0.066,-0.93
26.301,0.387,-0.066,-0.93
26.334,0.387,-0.066,-0.93
26.367,0.387,-0.066,-0.93
26.4,0.387,-0.066,-0.93
26.433,0.387,-0.066,-0.93
26.466,0.387,-0.066,-0.93
26.499,0.387,-0.066,-0.93
26.532,0.387,-0.066,-0.93
26.565,0.387,-0.066,-0.93
26.598,0.387,-0.066,-0.93
26.631,0.387,-0.066,-0.93
26.664,0.387,-0.066,-0.93
26.697,0.387,-0.066,-0.93
26.73,0.387,-0.066,-0.93
26.763,0.387,-0.066,-0.93
26.796,0.387,-0.066,-0.93
26.829,0.387,-0.066,-0.93
26.862,0.387,-0.066,-0.93
26.895,0.387,-0.066,-0.93
26.928,0.387,-0.066,-0.93
26.961,0.387,-0.066,-0.93
26.994,0.387,-0.066,-0.93
27.027,0.387,-0.066,-0.93
27.06,0.387,-0.066,-0.93
27.093,0.387,-0.066,-0.93
27.126,0.387,-0.066,-0.93
27.159,0.387,-0.066,-0.93
27.192,0.387,-0.066,-0.93
27.225,0.387,-0.066,-0.93
27.258,0.387,-0.066,-0.93
27.291,0.387,-0.066,-0.93
27.324,0.387,-0.066,-0.93
27.357,0.387,-0.066,-0.93
27.39,0.387,-0.066,-0.93
27.423,0.387,-0.066,-0.93
27.456,0.387,-0.066,-0.93
27.489,0.387,-0.066,-0.93
27.522,0.387,-0.066,-0.93
27.555,0.387,-0.066,-0.93
27.588,0.387,-0.066,-0.93
27.621,0.387,-0.066,-0.93
27.654,0.387,-0.066,-0.93
27.687,0.387,-0.066,-0.93
27.72,0.387,-0.066,-0.93
27.753,0.496,0.023,-0.492
27.786,0.746,0.008,-0.25
27.819,1.473,-0.184,0.168
27.852,1.863,-0.086,0.258
27.885,1.41,-0.195,0.164
27.918,-0.098,-0.012,-0.707
27.951,0.5,0,-0.859
27.984,-0.238,0.078,-0.816
28.017,-0.848,0.141,-1.121
28.05,-0.422,0.098,-1.039
28.083,0.168,0,-0.922
28.116,0.898,-0.172,-0.723
28.149,1.125,-0.152,-0.668
28.182,0.691,-0.141,-0.816
28.215,0.352,-0.008,-0.906
28.248,0.012,-0.004,-1.004
28.281,0.023,-0.027,-1.016
28.314,0.273,-0.043,-0.949
28.347,0.523,-0.059,-0.875
28.38,0.602,-0.086,-0.855
28.413,0.508,-0.059,-0.887
28.446,0.363,-0.051,-0.926
28.479,0.301,-0.051,-0.941
28.512,0.375,-0.055,-0.926
28.545,0.434,-0.055,-0.914
28.578,0.438,-0.07,-0.914
28.611,0.402,-0.059,-0.918
28.644,0.379,-0.051,-0.922
28.677,0.395,-0.055,-0.918
28.71,0.418,-0.059,-0.918
28.743,0.406,-0.047,-0.918
28.776,0.391,-0.051,-0.918
28.809,0.391,-0.055,-0.922
28.842,0.406,-0.063,-0.914
28.875,0.402,-0.051,-0.918
28.908,0.395,-0.055,-0.922
28.941,0.391,-0.055,-0.918
28.974,0.398,-0.063,-0.918
29.007,0.414,-0.063,-0.918
29.04,0.395,-0.055,-0.918
29.073,0.395,-0.059,-0.918
29.106,0.398,-0.059,-0.922
29.139,0.402,-0.059,-0.918
29.172,0.402,-0.063,-0.918
29.205,0.383,-0.055,-0.922
29.238,0.395,-0.043,-0.93
29.271,0.398,-0.055,-0.918
29.304,0.398,-0.059,-0.922
29.337,0.395,-0.059,-0.922
29.37,0.398,-0.055,-0.918
29.403,0.402,-0.055,-0.918
29.436,0.398,-0.055,-0.918
29.469,0.395,-0.055,-0.918
29.502,0.391,-0.059,-0.918
29.535,0.395,-0.059,-0.922
29.568,0.398,-0.055,-0.918
29.601,0.391,-0.063,-0.922
29.634,0.387,-0.055,-0.918
29.667,0.402,-0.055,-0.918
29.7,0.406,-0.059,-0.918
29.733,0.398,-0.047,-0.922
29.766,0.395,-0.051,-0.926
29.799,0.395,-0.059,-0.922
29.832,0.395,-0.055,-0.918
29.865,0.395,-0.055,-0.922
29.898,0.391,-0.055,-0.918
29.931,0.391,-0.059,-0.922
29.964,0.395,-0.066,-0.918
29.997,0.395,-0.055,-0.918
30.03,0.391,-0.059,-0.926
30.063,0.391,-0.059,-0.93
30.096,0.398,-0.063,-0.918
30.129,0.402,-0.063,-0.918
30.162,0.395,-0.055,-0.922
30.195,0.383,-0.059,-0.922
30.228,0.391,-0.043,-0.922
30.261,0.402,-0.055,-0.918
30.294,0.398,-0.059,-0.922
30.327,0.391,-0.055,-0.922
30.36,0.395,-0.055,-0.918
30.393,0.398,-0.063,-0.918
30.426,0.391,-0.055,-0.922
30.459,0.383,-0.055,-0.922
30.492,0.398,-0.063,-0.922
30.525,0.402,-0.066,-0.918
30.558,0.395,-0.059,-0.918
30.591,0.383,-0.059,-0.922
30.624,0.391,-0.059,-0.922
30.657,0.387,-0.059,-0.922
30.69,0.395,-0.059,-0.918
30.723,0.402,-0.043,-0.922
30.756,0.395,-0.055,-0.922
30.789,0.387,-0.055,-0.922
30.822,0.391,-0.059,-0.918
30.855,0.402,-0.055,-0.918
30.888,0.398,-0.059,-0.918
30.921,0.395,-0.059,-0.922
30.954,0.391,-0.055,-0.926
30.987,0.395,-0.059,-0.922
31.02,0.395,-0.059,-0.922
31.053,0.395,-0.055,-0.918
31.086,0.402,-0.059,-0.922
31.119,0.398,-0.063,-0.934
31.152,0.371,-0.063,-0.93
31.185,0.379,-0.051,-0.922
31.218,0.418,-0.043,-0.918
31.251,0.418,-0.059,-0.918
31.284,0.395,-0.063,-0.918
31.317,0.383,-0.055,-0.918
31.35,0.391,-0.055,-0.918
31.383,0.398,-0.051,-0.922
31.416,0.41,-0.063,-0.918
31.449,0.398,-0.066,-0.918
31.482,0.371,-0.055,-0.922
31.515,0.387,-0.055,-0.918
31.548,0.41,-0.059,-0.918
31.581,0.398,-0.059,-0.918
31.614,0.387,-0.059,-0.93
31.647,0.391,-0.063,-0.922
31.68,0.402,-0.063,-0.918
31.713,0.395,-0.047,-0.926
31.746,0.387,-0.063,-0.93
31.779,0.391,-0.059,-0.922
31.812,0.41,-0.055,-0.914
31.845,0.402,-0.055,-0.914
31.878,0.391,-0.059,-0.918
31.911,0.383,-0.059,-0.922
31.944,0.387,-0.059,-0.922
31.977,0.391,-0.055,-0.918
32.01,0.395,-0.055,-0.922
32.043,0.391,-0.055,-0.926
32.076,0.398,-0.063,-0.918
32.109,0.398,-0.066,-0.918
32.142,0.387,-0.055,-0.922
32.175,0.383,-0.051,-0.918
32.208,0.387,-0.051,-0.922
32.241,0.395,-0.055,-0.922
32.274,0.395,-0.051,-0.918
32.307,0.395,-0.055,-0.918
32.34,0.391,-0.051,-0.922
32.373,0.387,-0.055,-0.926
32.406,0.383,-0.055,-0.926
32.439,0.355,-0.059,-0.934
32.472,0.367,-0.063,-0.926
32.505,0.395,-0.059,-0.922
32.538,0.398,-0.059,-0.922
32.571,0.383,-0.051,-0.926
32.604,0.383,-0.051,-0.918
32.637,0.406,-0.063,-0.922
32.67,0.391,-0.063,-0.922
32.703,0.387,-0.051,-0.922
32.736,0.367,-0.051,-0.93
32.769,0.359,-0.051,-0.93
32.802,0.383,-0.059,-0.926
32.835,0.398,-0.059,-0.918
32.868,0.395,-0.059,-0.922
32.901,0.371,-0.055,-0.926
32.934,0.379,-0.051,-0.922
32.967,0.395,-0.055,-0.918
33,0.391,-0.063,-0.922
33.033,0.371,-0.055,-0.93
33.066,0.387,-0.055,-0.918
33.099,0.398,-0.051,-0.918
33.132,0.387,-0.063,-0.918
33.165,0.375,-0.059,-0.926
33.198,0.379,-0.055,-0.934
33.231,0.391,-0.055,-0.926
33.264,0.395,-0.059,-0.922
33.297,0.383,-0.055,-0.922
33.33,0.375,-0.059,-0.93
33.363,0.387,-0.063,-0.918
33.396,0.391,-0.055,-0.922
33.429,0.387,-0.051,-0.918
33.462,0.391,-0.063,-0.926
33.495,0.391,-0.063,-0.926
33.528,0.383,-0.055,-0.93
33.561,0.391,-0.055,-0.922
33.594,0.398,-0.055,-0.922
33.627,0.391,-0.063,-0.926
33.66,0.379,-0.066,-0.922
33.693,0.387,-0.039,-0.926
33.726,0.391,-0.059,-0.926
33.759,0.395,-0.059,-0.918
33.792,0.383,-0.059,-0.922
33.825,0.391,-0.063,-0.918
33.858,0.387,-0.055,-0.926
33.891,0.391,-0.055,-0.922
33.924,0.402,-0.063,-0.918
33.957,0.387,-0.055,-0.922
33.99,0.383,-0.059,-0.926
34.023,0.391,-0.059,-0.922
34.056,0.387,-0.055,-0.922
34.089,0.379,-0.055,-0.93
34.122,0.391,-0.055,-0.922
34.155,0.391,-0.055,-0.922
34.188,0.391,-0.051,-0.93
34.221,0.395,-0.055,-0.922
34.254,0.387,-0.059,-0.918
34.287,0.379,-0.059,-0.926
34.32,0.383,-0.055,-0.926
34.353,0.391,-0.059,-0.926
34.386,0.395,-0.063,-0.926
34.419,0.387,-0.063,-0.918
34.452,0.383,-0.055,-0.922
34.485,0.391,-0.059,-0.926
34.518,0.395,-0.066,-0.926
34.551,0.387,-0.059,-0.926
34.584,0.383,-0.063,-0.93
34.617,0.391,-0.063,-0.926
34.65,0.391,-0.059,-0.922
34.683,0.387,-0.047,-0.922
34.716,0.387,-0.059,-0.93
34.749,0.383,-0.063,-0.922
34.782,0.387,-0.059,-0.922
34.815,0.391,-0.059,-0.922
34.848,0.391,-0.063,-0.922
34.881,0.375,-0.055,-0.93
34.914,0.379,-0.055,-0.93
34.947,0.391,-0.063,-0.926
34.98,0.383,-0.063,-0.93
35.013,0.383,-0.059,-0.93
35.046,0.371,-0.055,-0.93
35.079,0.383,-0.059,-0.922
35.112,0.395,-0.063,-0.922
35.145,0.379,-0.059,-0.926
35.178,0.375,-0.047,-0.934
35.211,0.379,-0.059,-0.93
35.244,0.383,-0.059,-0.918
35.277,0.379,-0.055,-0.922
35.31,0.375,-0.063,-0.93
35.343,0.387,-0.059,-0.93
35.376,0.383,-0.055,-0.926
35.409,0.367,-0.055,-0.93
35.442,0.375,-0.059,-0.93
35.475,0.379,-0.063,-0.93
35.508,0.367,-0.059,-0.93
35.541,0.383,-0.063,-0.93
35.574,0.383,-0.063,-0.93
35.607,0.371,-0.059,-0.93
35.64,0.359,-0.059,-0.926
35.673,0.387,-0.055,-0.93
35.706,0.383,-0.055,-0.93
35.739,0.371,-0.055,-0.934
35.772,0.359,-0.059,-0.934
35.805,0.367,-0.059,-0.93
35.838,0.379,-0.059,-0.926
35.871,0.383,-0.055,-0.93
35.904,0.375,-0.055,-0.93
35.937,0.367,-0.059,-0.93
35.97,0.355,-0.055,-0.941
36.003,0.367,-0.055,-0.934
36.036,0.387,-0.059,-0.922
36.069,0.375,-0.059,-0.934
36.102,0.363,-0.055,-0.934
36.135,0.367,-0.063,-0.93
36.168,0.363,-0.043,-0.93
36.201,0.367,-0.055,-0.934
36.234,0.375,-0.063,-0.941
36.267,0.336,-0.055,-0.941
36.3,0.371,-0.051,-0.93
36.333,0.426,-0.063,-0.918
36.366,0.391,-0.051,-0.922
36.399,0.352,-0.055,-0.934
36.432,0.359,-0.055,-0.934
36.465,0.375,-0.059,-0.93
36.498,0.395,-0.059,-0.922
36.531,0.383,-0.059,-0.918
36.564,0.371,-0.051,-0.922
36.597,0.375,-0.059,-0.949
36.63,0.387,-0.059,-0.938
36.663,0.379,-0.051,-0.922
36.696,0.383,-0.063,-0.926
36.729,0.379,-0.055,-0.93
36.762,0.371,-0.047,-0.934
36.795,0.383,-0.063,-0.926
36.828,0.391,-0.059,-0.926
36.861,0.367,-0.055,-0.93
36.894,0.363,-0.059,-0.934
36.927,0.379,-0.055,-0.93
36.96,0.395,-0.055,-0.918
36.993,0.383,-0.055,-0.93
37.026,0.359,-0.055,-0.934
37.059,0.375,-0.063,-0.926
37.092,0.395,-0.066,-0.926
37.125,0.383,-0.055,-0.926
37.158,0.379,-0.035,-0.926
37.191,0.363,-0.051,-0.93
37.224,0.383,-0.07,-0.922
37.257,0.391,-0.074,-0.922
37.29,0.375,-0.059,-0.926
37.323,0.367,-0.055,-0.934
37.356,0.367,-0.055,-0.926
37.389,0.391,-0.059,-0.918
37.422,0.391,-0.055,-0.922
37.455,0.367,-0.059,-0.934
37.488,0.379,-0.059,-0.926
37.521,0.383,-0.063,-0.93
37.554,0.375,-0.055,-0.934
37.587,0.379,-0.059,-0.93
37.62,0.379,-0.059,-0.926
37.653,0.395,-0.051,-0.926
37.686,0.371,-0.055,-0.93
37.719,0.363,-0.055,-0.934
37.752,0.387,-0.059,-0.922
37.785,0.387,-0.063,-0.926
37.818,0.359,-0.066,-0.934
37.851,0.371,-0.063,-0.93
37.884,0.414,-0.051,-0.918
37.917,0.41,-0.055,-0.922
37.95,0.371,-0.063,-0.93
37.983,0.371,-0.063,-0.93
38.016,0.367,-0.07,-0.93
38.049,0.363,-0.063,-0.934
38.082,0.348,-0.047,-0.934
38.115,0.391,-0.055,-0.922
38.148,0.414,-0.066,-0.918
38.181,0.406,-0.059,-0.922
38.214,0.379,-0.051,-0.93
38.247,0.398,-0.051,-0.918
38.28,0.426,-0.063,-0.914
38.313,0.406,-0.074,-0.918
38.346,0.379,-0.063,-0.926
38.379,0.371,-0.055,-0.93
38.412,0.383,-0.059,-0.926
38.445,0.391,-0.055,-0.918
38.478,0.395,-0.055,-0.918
38.511,0.391,-0.063,-0.922
38.544,0.375,-0.066,-0.926
38.577,0.379,-0.059,-0.926
38.61,0.402,-0.051,-0.918
38.643,0.434,-0.047,-0.914
38.676,0.418,-0.063,-0.914
38.709,0.383,-0.059,-0.922
38.742,0.363,-0.063,-0.926
38.775,0.383,-0.055,-0.922
38.808,0.41,-0.055,-0.918
38.841,0.402,-0.063,-0.926
38.874,0.387,-0.055,-0.922
38.907,0.395,-0.059,-0.918
38.94,0.406,-0.063,-0.914
38.973,0.41,-0.063,-0.918
39.006,0.406,-0.055,-0.918
39.039,0.402,-0.055,-0.918
39.072,0.395,-0.059,-0.922
39.105,0.391,-0.059,-0.922
39.138,0.375,-0.035,-0.926
39.171,0.398,-0.055,-0.922
39.204,0.43,-0.07,-0.914
39.237,0.406,-0.063,-0.918
39.27,0.383,-0.055,-0.926
39.303,0.402,-0.055,-0.918
39.336,0.43,-0.059,-0.91
39.369,0.418,-0.063,-0.914
39.402,0.383,-0.055,-0.922
39.435,0.383,-0.059,-0.922
39.468,0.402,-0.055,-0.918
39.501,0.418,-0.055,-0.918
39.534,0.418,-0.059,-0.914
39.567,0.395,-0.063,-0.918
39.6,0.383,-0.059,-0.918
39.633,0.402,-0.047,-0.918
39.666,0.422,-0.055,-0.914
39.699,0.418,-0.055,-0.914
39.732,0.395,-0.059,-0.918
39.765,0.367,-0.066,-0.934
39.798,0.324,-0.059,-0.938
39.831,0.352,-0.059,-0.934
39.864,0.414,-0.059,-0.914
39.897,0.449,-0.066,-0.906
39.93,0.402,-0.059,-0.914
39.963,0.359,-0.055,-0.934
39.996,0.367,-0.059,-0.926
40.029,0.41,-0.059,-0.918
40.062,0.414,-0.059,-0.918
40.095,0.387,-0.063,-0.918
40.128,0.387,-0.047,-0.922
40.161,0.395,-0.055,-0.922
40.194,0.398,-0.059,-0.922
40.227,0.398,-0.055,-0.918
40.26,0.391,-0.055,-0.922
40.293,0.395,-0.059,-0.922
40.326,0.395,-0.063,-0.918
40.359,0.395,-0.055,-0.922
40.392,0.398,-0.055,-0.918
40.425,0.402,-0.055,-0.918
40.458,0.387,-0.055,-0.922
40.491,0.391,-0.055,-0.922
40.524,0.406,-0.059,-0.918
40.557,0.395,-0.055,-0.918
40.59,0.395,-0.055,-0.922
40.623,0.398,-0.047,-0.922
40.656,0.398,-0.055,-0.922
40.689,0.395,-0.059,-0.922
40.722,0.395,-0.055,-0.926
40.755,0.395,-0.059,-0.918
40.788,0.395,-0.055,-0.922
40.821,0.402,-0.059,-0.918
40.854,0.406,-0.059,-0.918
40.887,0.391,-0.063,-0.926
40.92,0.355,-0.082,-0.93
40.953,0.324,-0.059,-0.938
40.986,0.359,-0.055,-0.934
41.019,0.406,-0.059,-0.918
41.052,0.434,-0.066,-0.914
41.085,0.398,-0.055,-0.918
41.118,0.379,-0.043,-0.926
41.151,0.395,-0.055,-0.922
41.184,0.406,-0.055,-0.926
41.217,0.398,-0.059,-0.934
41.25,0.379,-0.059,-0.926
41.283,0.383,-0.055,-0.926
41.316,0.395,-0.055,-0.922
41.349,0.387,-0.063,-0.922
41.382,0.379,-0.055,-0.926
41.415,0.391,-0.059,-0.926
41.448,0.402,-0.063,-0.922
41.481,0.395,-0.055,-0.922
41.514,0.391,-0.055,-0.922
41.547,0.391,-0.055,-0.922
41.58,0.379,-0.055,-0.926
41.613,0.387,-0.047,-0.922
41.646,0.395,-0.059,-0.922
41.679,0.395,-0.059,-0.922
41.712,0.387,-0.055,-0.926
41.745,0.391,-0.055,-0.922
41.778,0.391,-0.059,-0.918
41.811,0.383,-0.059,-0.922
41.844,0.391,-0.063,-0.918
41.877,0.391,-0.055,-0.922
41.91,0.387,-0.063,-0.926
41.943,0.379,-0.059,-0.922
41.976,0.387,-0.059,-0.93
42.009,0.387,-0.055,-0.922
42.042,0.391,-0.063,-0.926
42.075,0.387,-0.059,-0.922
42.108,0.387,-0.051,-0.926
42.141,0.391,-0.055,-0.926
42.174,0.395,-0.055,-0.926
42.207,0.391,-0.055,-0.918
42.24,0.383,-0.059,-0.922
42.273,0.387,-0.055,-0.922
42.306,0.395,-0.059,-0.922
42.339,0.395,-0.066,-0.918
42.372,0.387,-0.059,-0.922
42.405,0.391,-0.059,-0.922
42.438,0.391,-0.059,-0.926
42.471,0.383,-0.059,-0.922
42.504,0.391,-0.063,-0.918
42.537,0.395,-0.055,-0.918
42.57,0.391,-0.063,-0.922
42.603,0.391,-0.047,-0.926
42.636,0.387,-0.055,-0.922
42.669,0.395,-0.059,-0.922
42.702,0.391,-0.059,-0.926
42.735,0.387,-0.059,-0.926
42.768,0.391,-0.059,-0.926
42.801,0.395,-0.059,-0.918
42.834,0.395,-0.059,-0.918
42.867,0.395,-0.063,-0.918
42.9,0.383,-0.055,-0.93
42.933,0.387,-0.059,-0.922
42.966,0.395,-0.063,-0.922
42.999,0.398,-0.059,-0.922
43.032,0.391,-0.055,-0.926
43.065,0.391,-0.059,-0.926
43.098,0.395,-0.043,-0.922
43.131,0.395,-0.055,-0.922
43.164,0.395,-0.059,-0.918
43.197,0.395,-0.059,-0.922
43.23,0.391,-0.059,-0.926
43.263,0.387,-0.055,-0.926
43.296,0.391,-0.055,-0.922
43.329,0.391,-0.059,-0.918
43.362,0.391,-0.063,-0.926
43.395,0.387,-0.055,-0.922
43.428,0.387,-0.055,-0.918
43.461,0.391,-0.055,-0.922
43.494,0.387,-0.055,-0.926
43.527,0.387,-0.059,-0.93
43.56,0.379,-0.063,-0.922
43.593,0.387,-0.047,-0.926
43.626,0.391,-0.055,-0.926
43.659,0.387,-0.059,-0.926
43.692,0.387,-0.07,-0.922
43.725,0.383,-0.063,-0.922
43.758,0.379,-0.055,-0.926
43.791,0.391,-0.059,-0.926
43.824,0.391,-0.059,-0.922
43.857,0.383,-0.059,-0.926
43.89,0.387,-0.059,-0.926
43.923,0.379,-0.055,-0.93
43.956,0.391,-0.059,-0.922
43.989,0.391,-0.059,-0.922
44.022,0.379,-0.059,-0.926
44.055,0.359,-0.066,-0.93
44.088,0.375,-0.047,-0.938
44.121,0.426,-0.051,-0.918
44.154,0.461,-0.063,-0.902
44.187,0.406,-0.063,-0.918
44.22,0.359,-0.051,-0.938
44.253,0.375,-0.047,-0.922
44.286,0.402,-0.059,-0.922
44.319,0.395,-0.063,-0.926
44.352,0.359,-0.059,-0.93
44.385,0.344,-0.059,-0.934
44.418,0.32,-0.055,-0.941
44.451,0.355,-0.055,-0.941
44.484,0.395,-0.055,-0.918
44.517,0.441,-0.066,-0.91
44.55,0.398,-0.059,-0.922
44.583,0.355,-0.047,-0.941
44.616,0.355,-0.055,-0.938
44.649,0.387,-0.066,-0.93
44.682,0.375,-0.059,-0.926
44.715,0.371,-0.055,-0.93
44.748,0.379,-0.055,-0.926
44.781,0.379,-0.055,-0.922
44.814,0.391,-0.059,-0.922
44.847,0.391,-0.059,-0.926
44.88,0.375,-0.059,-0.93
44.913,0.359,-0.055,-0.93
44.946,0.387,-0.055,-0.926
44.979,0.395,-0.055,-0.922
45.012,0.387,-0.059,-0.922
45.045,0.375,-0.063,-0.922
45.078,0.387,-0.047,-0.926
45.111,0.379,-0.055,-0.926
45.144,0.379,-0.059,-0.922
45.177,0.391,-0.059,-0.926
45.21,0.379,-0.059,-0.93
45.243,0.367,-0.055,-0.926
45.276,0.375,-0.059,-0.926
45.309,0.387,-0.055,-0.926
45.342,0.383,-0.055,-0.926
45.375,0.387,-0.059,-0.918
45.408,0.395,-0.055,-0.922
45.441,0.395,-0.063,-0.93
45.474,0.383,-0.055,-0.922
45.507,0.387,-0.055,-0.918
45.54,0.391,-0.055,-0.922
45.573,0.371,-0.047,-0.93
45.606,0.363,-0.055,-0.93
45.639,0.387,-0.063,-0.918
45.672,0.406,-0.063,-0.922
45.705,0.379,-0.055,-0.926
45.738,0.375,-0.055,-0.93
45.771,0.391,-0.055,-0.922
45.804,0.387,-0.059,-0.922
45.837,0.352,-0.051,-0.938
45.87,0.344,-0.055,-0.938
45.903,0.398,-0.066,-0.922
45.936,0.434,-0.07,-0.914
45.969,0.391,-0.055,-0.918
46.002,0.348,-0.051,-0.93
46.035,0.383,-0.055,-0.926
46.068,0.426,-0.051,-0.918
46.101,0.379,-0.063,-0.926
46.134,0.348,-0.055,-0.938
46.167,0.383,-0.066,-0.926
46.2,0.395,-0.063,-0.918
46.233,0.379,-0.059,-0.93
46.266,0.375,-0.066,-0.926
46.299,0.391,-0.059,-0.926
46.332,0.387,-0.051,-0.934
46.365,0.379,-0.055,-0.926
46.398,0.395,-0.059,-0.922
46.431,0.398,-0.059,-0.922
46.464,0.367,-0.055,-0.93
46.497,0.367,-0.059,-0.93
46.53,0.387,-0.055,-0.93
46.563,0.391,-0.047,-0.926
46.596,0.391,-0.055,-0.922
46.629,0.379,-0.055,-0.926
46.662,0.387,-0.059,-0.93
46.695,0.387,-0.059,-0.93
46.728,0.383,-0.055,-0.926
46.761,0.383,-0.063,-0.926
46.794,0.383,-0.059,-0.922
46.827,0.383,-0.059,-0.926
46.86,0.383,-0.059,-0.93
46.893,0.379,-0.055,-0.926
46.926,0.391,-0.066,-0.922
46.959,0.395,-0.063,-0.918
46.992,0.387,-0.059,-0.926
47.025,0.371,-0.055,-0.926
47.058,0.391,-0.047,-0.926
47.091,0.395,-0.059,-0.926
47.124,0.391,-0.063,-0.922
47.157,0.383,-0.063,-0.922
47.19,0.387,-0.059,-0.93
47.223,0.383,-0.055,-0.926
47.256,0.391,-0.055,-0.922
47.289,0.391,-0.063,-0.922
47.322,0.379,-0.059,-0.922
47.355,0.383,-0.059,-0.922
47.388,0.391,-0.059,-0.926
47.421,0.391,-0.063,-0.922
47.454,0.395,-0.055,-0.922
47.487,0.387,-0.059,-0.926
47.52,0.387,-0.059,-0.922
47.553,0.395,-0.051,-0.922
47.586,0.398,-0.059,-0.922
47.619,0.387,-0.055,-0.922
47.652,0.375,-0.055,-0.93
47.685,0.387,-0.059,-0.926
47.718,0.395,-0.066,-0.922
47.751,0.379,-0.059,-0.922
47.784,0.367,-0.055,-0.926
47.817,0.391,-0.063,-0.922
47.85,0.391,-0.055,-0.922
47.883,0.371,-0.059,-0.93
47.916,0.383,-0.063,-0.922
47.949,0.395,-0.063,-0.93
47.982,0.395,-0.063,-0.926
48.015,0.379,-0.063,-0.926
48.048,0.375,-0.051,-0.922
48.081,0.383,-0.059,-0.926
48.114,0.391,-0.055,-0.922
48.147,0.391,-0.059,-0.918
48.18,0.391,-0.063,-0.926
48.213,0.379,-0.063,-0.93
48.246,0.371,-0.059,-0.926
48.279,0.387,-0.055,-0.926
48.312,0.391,-0.059,-0.922
48.345,0.383,-0.063,-0.926
48.378,0.375,-0.059,-0.93
48.411,0.379,-0.059,-0.922
48.444,0.391,-0.059,-0.922
48.477,0.387,-0.059,-0.926
48.51,0.387,-0.055,-0.926
48.543,0.383,-0.047,-0.934
48.576,0.383,-0.059,-0.93
48.609,0.383,-0.055,-0.922
48.642,0.387,-0.059,-0.922
48.675,0.379,-0.059,-0.922
48.708,0.383,-0.063,-0.926
48.741,0.387,-0.059,-0.926
48.774,0.383,-0.055,-0.926
48.807,0.383,-0.059,-0.926
48.84,0.375,-0.059,-0.93
48.873,0.383,-0.059,-0.93
48.906,0.387,-0.055,-0.922
48.939,0.387,-0.059,-0.926
48.972,0.387,-0.055,-0.93
49.005,0.383,-0.059,-0.926
49.038,0.387,-0.055,-0.934
49.071,0.383,-0.063,-0.93
49.104,0.387,-0.059,-0.922
49.137,0.383,-0.059,-0.93
49.17,0.383,-0.055,-0.93
49.203,0.387,-0.059,-0.922
49.236,0.391,-0.063,-0.926
49.269,0.383,-0.059,-0.926
49.302,0.387,-0.059,-0.918
49.335,0.383,-0.063,-0.922
49.368,0.383,-0.063,-0.93
49.401,0.375,-0.059,-0.926
49.434,0.387,-0.059,-0.918
49.467,0.395,-0.063,-0.926
49.5,0.379,-0.055,-0.926
49.533,0.387,-0.047,-0.93
49.566,0.387,-0.059,-0.93
49.599,0.395,-0.063,-0.918
49.632,0.387,-0.063,-0.926
49.665,0.379,-0.063,-0.922
49.698,0.383,-0.055,-0.922
49.731,0.383,-0.059,-0.926
49.764,0.391,-0.059,-0.922
49.797,0.391,-0.063,-0.918
49.83,0.383,-0.059,-0.922
49.863,0.375,-0.055,-0.922
49.896,0.391,-0.059,-0.93
49.929,0.387,-0.059,-0.922
49.962,0.395,-0.063,-0.922
49.995,0.387,-0.059,-0.926
50.028,0.387,-0.047,-0.926
50.061,0.371,-0.055,-0.934
50.094,0.387,-0.055,-0.922
50.127,0.402,-0.063,-0.918
50.16,0.387,-0.066,-0.93
50.193,0.367,-0.059,-0.922
50.226,0.383,-0.059,-0.926
50.259,0.398,-0.059,-0.922
50.292,0.398,-0.059,-0.922
50.325,0.391,-0.063,-0.93
50.358,0.367,-0.059,-0.926
50.391,0.383,-0.063,-0.922
50.424,0.395,-0.059,-0.922
50.457,0.383,-0.059,-0.926
50.49,0.375,-0.059,-0.918
50.523,0.391,-0.047,-0.93
50.556,0.383,-0.059,-0.926
50.589,0.391,-0.059,-0.918
50.622,0.391,-0.055,-0.926
50.655,0.383,-0.059,-0.926
50.688,0.387,-0.059,-0.926
50.721,0.391,-0.066,-0.922
50.754,0.375,-0.059,-0.926
50.787,0.383,-0.059,-0.918
50.82,0.387,-0.059,-0.926
50.853,0.387,-0.055,-0.922
50.886,0.379,-0.059,-0.93
50.919,0.379,-0.055,-0.926
50.952,0.391,-0.063,-0.918
50.985,0.387,-0.059,-0.922
51.018,0.387,-0.047,-0.926
51.051,0.379,-0.059,-0.93
51.084,0.383,-0.055,-0.93
51.117,0.391,-0.059,-0.918
51.15,0.395,-0.055,-0.918
