------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.9.2 date format M/d/yyyy at 30 Hz  Filter Normal -----------,,,
Serial Number: MOS2D42160427,,,
Start Time 14:13:00,,,
Start Date 4/20/2023,,,
Epoch Period (hh:mm:ss) 00:00:00,,,
Download Time 14:19:26,,,
Download Date 4/20/2023,,,
Current Memory Address: 0,,,
Current Battery Voltage: 4.17     Mode = 12,,,
--------------------------------------------------,,,
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
17:49.4,-0.891,-0.324,-0.414
17:49.4,-1.246,-1.039,-0.637
17:49.5,-0.957,-1.227,-0.707
17:49.5,-0.57,-0.547,-0.484
17:49.5,-0.625,0,-0.574
17:49.6,-0.777,0.379,-0.57
17:49.6,-0.527,-0.176,-0.25
17:49.6,-0.355,-0.605,-0.328
17:49.7,-0.309,-0.875,-0.188
17:49.7,-0.301,-1.016,-0.184
17:49.7,-0.438,-0.91,-0.195
17:49.8,-0.492,-0.582,-0.262
17:49.8,-0.828,-0.301,-0.289
17:49.8,-0.75,-0.129,-0.195
17:49.9,-0.727,-0.012,-0.133
17:49.9,-0.734,-0.086,-0.207
17:49.9,-0.625,-0.441,-0.145
17:50.0,-0.508,-1.012,-0.254
17:50.0,-1.531,-2.18,-0.258
17:50.0,-2.059,-2.039,-0.414
17:50.1,-0.707,-0.875,-0.105
17:50.1,-0.195,-0.336,0.063
17:50.1,-0.375,-0.633,-0.172
17:50.2,-0.59,-0.578,-0.5
17:50.2,-0.422,-0.98,-0.262
17:50.2,-0.426,-1.27,-0.086
17:50.3,-0.359,-1.133,-0.156
17:50.3,-0.453,-0.977,-0.121
17:50.3,-0.457,-0.859,-0.055
17:50.4,-0.527,-0.762,-0.121
17:50.4,-0.621,-0.738,-0.375
17:50.4,-0.438,-0.629,-0.469
17:50.5,-0.438,-0.641,-0.414
17:50.5,-0.547,-0.625,0.09
17:50.5,-0.699,-0.859,0.129
17:50.6,-0.266,-0.234,-0.457
17:50.6,-0.516,-0.453,-0.148
17:50.6,-0.574,-0.387,-0.18
17:50.7,-0.578,-0.664,-0.02
17:50.7,-0.672,-1.051,0.48
17:50.7,-0.656,-0.777,0.125
17:50.8,-0.59,-1.047,0.254
17:50.8,-0.555,-0.973,0.668
17:50.8,-0.746,-0.969,0.625
17:50.9,-0.633,-0.961,0.176
17:50.9,-0.465,-0.781,0.309
17:50.9,-0.535,-0.574,0.344
17:51.0,-0.453,-0.613,0.121
17:51.0,-0.262,-0.746,0.086
17:51.0,-0.563,-0.938,0.203
17:51.1,-0.609,-1.031,-0.027
17:51.1,-0.52,-1.047,-0.113
17:51.1,-0.484,-1.23,0.09
17:51.2,-0.43,-1.152,0.016
17:51.2,-0.328,-1.195,-0.074
17:51.2,-0.289,-1.469,-0.211
17:51.3,0.031,-0.75,-1.121
17:51.3,-0.156,-1.242,-0.91
17:51.3,-0.586,-1.738,-0.137
17:51.4,-0.746,-1.254,-0.23
17:51.4,-0.777,-1.102,0.074
17:51.4,-0.723,-0.832,0.023
17:51.5,-0.645,-0.398,0.098
17:51.5,-0.641,-0.125,0.418
17:51.5,-0.707,-0.141,0.277
17:51.6,-0.625,-0.004,0.277
17:51.6,-0.609,0.023,0.5
17:51.6,-0.586,0.113,0.395
17:51.7,-0.48,0.109,0.371
17:51.7,-0.348,0.234,0.625
17:51.7,-0.313,0.414,0.508
17:51.8,-0.234,0.496,0.332
17:51.8,-0.148,0.645,0.477
17:51.8,-0.176,0.777,0.672
17:51.9,-0.043,0.824,0.602
17:51.9,-0.012,0.813,0.672
17:51.9,0.125,0.824,0.734
17:52.0,0.344,0.906,0.605
17:52.0,0.18,0.805,0.875
17:52.0,0.016,0.746,0.738
17:52.1,-0.113,0.566,0.777
17:52.1,-0.246,0.531,0.773
17:52.1,-0.262,0.625,0.805
17:52.2,-0.16,0.699,0.727
17:52.2,-0.039,0.754,0.746
17:52.2,-0.223,0.645,0.859
17:52.3,-0.152,0.652,0.828
17:52.3,-0.168,0.605,0.992
17:52.3,-0.109,0.738,0.922
17:52.4,-0.145,0.602,0.887
17:52.4,-0.215,0.566,0.809
17:52.4,-0.215,0.523,0.852
17:52.5,-0.242,0.535,0.773
17:52.5,-0.254,0.555,0.727
17:52.5,-0.246,0.559,0.617
17:52.6,-0.184,0.625,0.547
17:52.6,-0.199,0.633,0.531
17:52.6,-0.262,0.598,0.594
17:52.7,-0.18,0.668,0.594
17:52.7,-0.195,0.66,0.609
17:52.7,-0.172,0.695,0.539
17:52.8,-0.086,0.637,0.422
17:52.8,-0.066,0.68,0.484
17:52.8,-0.02,0.758,0.551
17:52.9,-0.094,0.68,0.613
17:52.9,-0.129,0.648,0.621
17:52.9,-0.16,0.668,0.789
17:53.0,-0.176,0.641,0.824
17:53.0,0.008,0.723,0.875
17:53.0,-0.047,0.637,0.762
17:53.1,-0.047,0.648,0.777
17:53.1,-0.078,0.621,0.805
17:53.1,-0.035,0.676,0.734
17:53.2,0.129,0.715,0.863
17:53.2,-0.035,0.531,0.766
17:53.2,0.191,0.727,0.879
17:53.3,0.266,0.813,0.852
17:53.3,-0.02,0.566,0.773
17:53.3,-0.215,0.434,0.941
17:53.4,-0.285,0.441,0.895
17:53.4,-0.207,0.453,0.832
17:53.4,-0.078,0.473,0.801
17:53.5,-0.035,0.469,0.797
17:53.5,0.027,0.547,0.848
17:53.5,0.035,0.559,0.926
17:53.6,0.059,0.629,1.066
17:53.6,0.047,0.637,1.031
17:53.6,-0.039,0.41,0.988
17:53.7,-0.168,0.332,0.988
17:53.7,-0.188,0.309,0.902
17:53.7,-0.113,0.305,0.809
17:53.8,-0.063,0.285,0.801
17:53.8,-0.008,0.289,0.734
17:53.8,-0.023,0.289,0.758
17:53.9,0.004,0.344,0.809
17:53.9,0.047,0.23,0.836
17:53.9,0.047,0.137,0.887
17:54.0,0.121,0.098,0.984
17:54.0,-0.02,0.129,1.039
17:54.0,-0.23,-0.059,1.004
17:54.1,-0.078,-0.539,1.063
17:54.1,-0.07,-0.598,0.727
17:54.1,0.105,-0.617,0.273
17:54.2,0.348,-0.844,-0.098
17:54.2,0.527,-1.066,-0.031
17:54.2,0.414,-1.156,0.008
17:54.3,0.559,-1.273,-0.074
17:54.3,0.809,-1.246,0.109
17:54.3,1.098,-1.32,0.047
17:54.4,0.828,-1.152,0.117
17:54.4,0.969,-1.227,0.031
17:54.4,0.777,-1.383,-0.02
17:54.5,0.527,-1.406,0.176
17:54.5,0.293,-1.359,0.086
17:54.5,0.23,-1.379,-0.254
17:54.6,0.305,-1.164,-0.398
17:54.6,0.039,-0.68,-0.227
17:54.6,-0.191,-0.426,-0.211
17:54.7,-0.117,-0.527,-0.203
17:54.7,-0.055,-0.168,0.09
17:54.7,-0.516,-0.219,-0.27
17:54.8,-1.047,-0.414,-0.598
17:54.8,-0.98,-1.051,-0.508
17:54.8,-0.695,-0.723,-0.453
17:54.9,-0.906,-0.824,-0.621
17:54.9,-0.945,-0.387,-1.141
17:54.9,-0.426,0.332,-0.871
17:55.0,-0.109,0.512,-0.238
17:55.0,-0.277,0.402,-0.465
17:55.0,-0.516,-0.016,-0.641
17:55.1,-0.523,-0.418,-0.711
17:55.1,-0.434,-0.668,-0.652
17:55.1,-0.527,-0.324,-0.883
17:55.2,-0.508,0.035,-0.832
17:55.2,-0.355,-0.055,-0.508
17:55.2,-0.602,-0.703,-0.973
17:55.3,-0.961,-0.422,-1.465
17:55.3,-0.32,0.555,-0.684
17:55.3,-0.57,-0.082,-0.844
17:55.4,-0.531,-0.043,-1.16
17:55.4,-0.539,0.07,-0.992
17:55.4,-0.438,0.125,-0.977
17:55.5,-0.406,-0.258,-1.227
17:55.5,-0.41,-0.16,-1.156
17:55.5,-0.324,-0.133,-0.813
17:55.6,-0.363,0.473,-0.637
17:55.6,-0.277,0.348,-0.953
17:55.6,-0.516,0.25,-1.195
17:55.7,-0.426,0.461,-0.766
17:55.7,-0.34,0.656,-0.332
17:55.7,0.008,0.824,0.195
17:55.8,0.07,1.031,-0.148
17:55.8,0.301,0.965,0.344
17:55.8,0.449,0.566,0.52
17:55.9,0.543,0.488,0.473
17:55.9,0.582,0.641,0.57
17:55.9,0.648,0.492,0.813
17:56.0,0.602,0.523,0.547
17:56.0,0.43,0.648,0.258
17:56.0,0.613,0.707,0.406
17:56.1,0.609,0.688,0.371
17:56.1,0.645,0.664,0.219
17:56.1,0.23,0.563,0.246
17:56.2,0.852,0.504,-0.16
17:56.2,0.715,0.742,-0.012
17:56.2,0.527,0.781,-0.797
17:56.3,0.641,0.508,-0.176
17:56.3,0.852,0.332,-0.434
17:56.3,0.758,0.402,-0.5
17:56.4,0.441,0.777,-0.629
17:56.4,0.621,0.473,-0.555
17:56.4,0.598,0.563,-0.375
17:56.5,0.598,0.465,-0.586
17:56.5,0.781,0.375,-0.68
17:56.5,0.688,0.34,-0.543
17:56.6,0.68,0.352,-0.594
17:56.6,0.633,0.348,-0.75
17:56.6,0.676,0.406,-0.668
17:56.7,0.738,0.313,-0.633
17:56.7,0.746,0.25,-0.512
17:56.7,0.422,0.5,-0.586
17:56.8,0.391,0.535,-0.871
17:56.8,0.48,0.402,-0.75
17:56.8,0.66,0.168,-0.816
17:56.9,0.719,0.066,-0.801
17:56.9,0.52,0.176,-0.621
17:56.9,0.785,-0.113,-0.754
17:57.0,0.77,-0.031,-0.496
17:57.0,1.039,-0.254,0.109
17:57.0,0.914,0.035,0.535
17:57.1,1.027,-0.141,0.125
17:57.1,0.965,-0.094,0.211
17:57.1,0.953,-0.031,0.262
17:57.2,1.023,0.012,0.148
17:57.2,1.031,0.031,0.18
17:57.2,1.016,-0.117,0.242
17:57.3,0.906,0.051,0.141
17:57.3,1.031,0.051,-0.09
17:57.3,1.02,-0.016,-0.281
17:57.4,0.789,-0.023,-0.082
17:57.4,0.922,-0.152,-0.441
17:57.4,0.813,-0.004,-0.602
17:57.5,0.969,-0.199,-0.613
17:57.5,0.809,-0.055,-0.613
17:57.5,0.508,0.234,-0.66
17:57.6,0.328,0.055,-0.75
17:57.6,0.66,-0.09,-0.691
17:57.6,0.719,-0.02,-0.727
17:57.7,0.715,-0.082,-0.77
17:57.7,0.766,-0.133,-0.637
17:57.7,0.766,-0.109,-0.707
17:57.8,0.734,-0.133,-0.746
17:57.8,0.703,-0.082,-0.75
17:57.8,0.793,-0.125,-0.906
17:57.9,0.793,-0.203,-0.727
17:57.9,0.77,-0.18,-0.738
17:57.9,0.699,-0.039,-0.668
17:58.0,0.727,-0.078,-0.672
17:58.0,0.879,-0.117,-0.789
17:58.0,0.773,-0.059,-0.59
17:58.1,0.711,0.086,-0.617
17:58.1,0.746,-0.039,-0.512
17:58.1,0.793,-0.031,-0.516
17:58.2,0.797,-0.039,-0.582
17:58.2,0.813,-0.168,-0.582
17:58.2,0.789,-0.074,-0.59
17:58.3,0.781,-0.055,-0.551
17:58.3,0.832,-0.078,-0.586
17:58.3,0.832,-0.211,-0.988
17:58.4,0.797,-0.047,-0.461
17:58.4,0.715,-0.066,-0.57
17:58.4,0.781,-0.031,-0.59
17:58.5,0.816,-0.113,-0.629
17:58.5,0.703,0.102,-0.523
17:58.5,0.738,0.063,-0.547
17:58.6,0.891,-0.043,-0.582
17:58.6,0.789,-0.008,-0.664
17:58.6,0.813,0.027,-0.531
17:58.7,0.797,0.043,-0.621
17:58.7,0.758,0.063,-0.629
17:58.7,0.789,0.004,-0.531
17:58.8,0.742,0.055,-0.594
17:58.8,0.816,0.039,-0.629
17:58.8,0.789,-0.008,-0.625
17:58.9,0.797,-0.008,-0.609
17:58.9,0.844,-0.055,-0.637
17:58.9,0.785,-0.063,-0.637
17:59.0,0.852,-0.148,-0.605
17:59.0,0.84,-0.195,-0.617
17:59.0,0.785,-0.211,-0.574
17:59.1,0.656,0.016,-0.473
17:59.1,0.926,-0.336,-0.582
17:59.1,0.828,-0.289,-0.656
17:59.2,0.746,-0.254,-0.625
17:59.2,0.727,-0.242,-0.633
17:59.2,0.75,-0.227,-0.652
17:59.3,0.672,0.074,-0.785
17:59.3,0.66,-0.281,-0.594
17:59.3,0.75,-0.227,-0.637
17:59.4,0.762,-0.203,-0.648
17:59.4,0.746,-0.262,-0.633
17:59.4,0.746,-0.293,-0.652
17:59.5,0.781,-0.316,-0.629
17:59.5,0.824,-0.273,-0.574
17:59.5,0.891,-0.238,-0.699
17:59.6,0.992,-0.23,-0.953
17:59.6,0.582,-0.371,-0.582
17:59.6,0.504,-0.438,-0.586
17:59.7,0.371,-0.535,-0.617
17:59.7,0.113,-0.52,-0.527
17:59.7,0,-0.516,-0.813
17:59.8,0.211,-0.496,-0.922
17:59.8,0.297,-0.523,-0.859
17:59.8,0.172,-0.445,-0.691
17:59.9,0.336,-0.293,-0.176
17:59.9,1.25,-0.254,-0.645
17:59.9,0.535,-0.309,-0.82
18:00.0,0.063,-0.387,-0.789
18:00.0,-0.273,-0.469,-0.871
18:00.0,0.949,-0.086,-1.238
18:00.1,0.863,-0.102,-1.25
18:00.1,0.238,-0.105,-0.59
18:00.1,0.211,-0.094,-0.594
18:00.2,0.836,0.113,-0.805
18:00.2,1.016,-0.223,-1.078
18:00.2,0.66,0.074,-0.578
18:00.3,0.559,0.051,-0.691
18:00.3,0.363,-0.121,-1.082
18:00.3,0.254,-0.16,-1.18
18:00.4,0.309,0.004,-0.734
18:00.4,0.363,-0.125,-0.871
18:00.4,0.297,-0.141,-0.953
18:00.5,0.242,-0.141,-0.992
18:00.5,0.238,-0.133,-1.016
18:00.5,0.234,-0.125,-0.98
18:00.6,0.25,-0.133,-0.953
18:00.6,0.242,-0.137,-0.953
18:00.6,0.238,-0.129,-0.973
18:00.7,0.242,-0.129,-0.965
18:00.7,0.254,-0.129,-0.957
18:00.7,0.242,-0.125,-0.957
18:00.8,0.23,-0.133,-0.977
18:00.8,0.246,-0.121,-0.965
18:00.8,0.234,-0.129,-0.953
18:00.9,0.227,-0.121,-0.973
18:00.9,0.23,-0.125,-0.98
18:00.9,0.234,-0.129,-0.969
18:01.0,0.223,-0.133,-0.957
18:01.0,0.223,-0.133,-0.957
18:01.0,0.223,-0.133,-0.957
18:01.1,0.223,-0.133,-0.957
18:01.1,0.223,-0.133,-0.957
18:01.1,0.223,-0.133,-0.957
18:01.2,0.223,-0.133,-0.957
18:01.2,0.223,-0.133,-0.957
18:01.2,0.223,-0.133,-0.957
18:01.3,0.223,-0.133,-0.957
18:01.3,0.223,-0.133,-0.957
18:01.3,0.223,-0.133,-0.957
18:01.4,0.223,-0.133,-0.957
18:01.4,0.223,-0.133,-0.957
18:01.4,0.223,-0.133,-0.957
18:01.5,0.223,-0.133,-0.957
18:01.5,0.223,-0.133,-0.957
18:01.5,0.223,-0.133,-0.957
18:01.6,0.223,-0.133,-0.957
18:01.6,0.223,-0.133,-0.957
18:01.6,0.223,-0.133,-0.957
18:01.7,0.223,-0.133,-0.957
18:01.7,0.223,-0.133,-0.957
18:01.7,0.223,-0.133,-0.957
18:01.8,0.223,-0.133,-0.957
18:01.8,0.223,-0.133,-0.957
18:01.8,0.223,-0.133,-0.957
18:01.9,0.223,-0.133,-0.957
18:01.9,0.223,-0.133,-0.957
18:01.9,0.223,-0.133,-0.957
18:02.0,0.223,-0.133,-0.957
18:02.0,0,0,0
18:02.0,0,0,0
18:02.1,0,0,0
18:02.1,0,0,0
18:02.1,0,0,0
18:02.2,0,0,0
18:02.2,0,0,0
18:02.2,0,0,0
18:02.3,0,0,0
18:02.3,0,0,0
18:02.3,0,0,0
18:02.4,0,0,0
18:02.4,0,0,0
18:02.4,0,0,0
18:02.5,0,0,0
18:02.5,0,0,0
18:02.5,0,0,0
18:02.6,0,0,0
18:02.6,0,0,0
18:02.6,0,0,0
18:02.7,0,0,0
18:02.7,0,0,0
18:02.7,0,0,0
18:02.8,0,0,0
18:02.8,0,0,0
18:02.8,0,0,0
18:02.9,0,0,0
18:02.9,0,0,0
18:02.9,0,0,0
18:03.0,0,0,0
18:03.0,0,0,0
18:03.0,0,0,0
18:03.1,0,0,0
18:03.1,0,0,0
18:03.1,0,0,0
18:03.2,0,0,0
18:03.2,0,0,0
18:03.2,0,0,0
18:03.3,0,0,0
18:03.3,0,0,0
18:03.3,0,0,0
18:03.4,0,0,0
18:03.4,0,0,0
18:03.4,0,0,0
18:03.5,0,0,0
18:03.5,0,0,0
18:03.5,0,0,0
18:03.6,0,0,0
18:03.6,0,0,0
18:03.6,0,0,0
18:03.7,0,0,0
18:03.7,0,0,0
18:03.7,0,0,0
18:03.8,0,0,0
18:03.8,0,0,0
18:03.8,0,0,0
18:03.9,0,0,0
18:03.9,0,0,0
18:03.9,0,0,0
18:04.0,0,0,0
18:04.0,0,0,0
18:04.0,0,0,0
18:04.1,0,0,0
18:04.1,0,0,0
18:04.1,0,0,0
18:04.2,0,0,0
18:04.2,0,0,0
18:04.2,0,0,0
18:04.3,0,0,0
18:04.3,0,0,0
18:04.3,0,0,0
18:04.4,0,0,0
18:04.4,0,0,0
18:04.4,0,0,0
18:04.5,0,0,0
18:04.5,0,0,0
18:04.5,0,0,0
18:04.6,0,0,0
18:04.6,0,0,0
18:04.6,0,0,0
18:04.7,0,0,0
18:04.7,0,0,0
18:04.7,0,0,0
18:04.8,0,0,0
18:04.8,0,0,0
18:04.8,0,0,0
18:04.9,0,0,0
18:04.9,0,0,0
18:04.9,0,0,0
18:05.0,0,0,0
18:05.0,0,0,0
18:05.0,0,0,0
18:05.1,0,0,0
18:05.1,0,0,0
18:05.1,0,0,0
18:05.2,0,0,0
18:05.2,0,0,0
18:05.2,0,0,0
18:05.3,0,0,0
18:05.3,0,0,0
18:05.3,0,0,0
18:05.4,0,0,0
18:05.4,0,0,0
18:05.4,0,0,0
18:05.5,0,0,0
18:05.5,0,0,0
18:05.5,0,0,0
18:05.6,0,0,0
18:05.6,0,0,0
18:05.6,0,0,0
18:05.7,0,0,0
18:05.7,0,0,0
18:05.7,0,0,0
18:05.8,0,0,0
18:05.8,0,0,0
18:05.8,0,0,0
18:05.9,0,0,0
18:05.9,0,0,0
18:05.9,0,0,0
18:06.0,0,0,0
18:06.0,0,0,0
18:06.0,0,0,0
18:06.1,0,0,0
18:06.1,0,0,0
18:06.1,0,0,0
18:06.2,0,0,0
18:06.2,0,0,0
18:06.2,0,0,0
18:06.3,0,0,0
18:06.3,0,0,0
18:06.3,0,0,0
18:06.4,0,0,0
18:06.4,0,0,0
18:06.4,0,0,0
18:06.5,0,0,0
18:06.5,0,0,0
18:06.5,0,0,0
18:06.6,0,0,0
18:06.6,0,0,0
18:06.6,0,0,0
18:06.7,0,0,0
18:06.7,0,0,0
18:06.7,0,0,0
18:06.8,0,0,0
18:06.8,0,0,0
18:06.8,0,0,0
18:06.9,0,0,0
18:06.9,0,0,0
18:06.9,0,0,0
18:07.0,0,0,0
18:07.0,0,0,0
18:07.0,0,0,0
18:07.1,0,0,0
18:07.1,0,0,0
18:07.1,0,0,0
18:07.2,0,0,0
18:07.2,0,0,0
18:07.2,0,0,0
18:07.3,0,0,0
18:07.3,0,0,0
18:07.3,0,0,0
18:07.4,0,0,0
18:07.4,0,0,0
18:07.4,0,0,0
18:07.5,0,0,0
18:07.5,0,0,0
18:07.5,0,0,0
18:07.6,0,0,0
18:07.6,0,0,0
18:07.6,0,0,0
18:07.7,0,0,0
18:07.7,0,0,0
18:07.7,0,0,0
18:07.8,0,0,0
18:07.8,0,0,0
18:07.8,0,0,0
18:07.9,0,0,0
18:07.9,0,0,0
18:07.9,0,0,0
18:08.0,0,0,0
18:08.0,0,0,0
18:08.0,0,0,0
18:08.1,0,0,0
18:08.1,0,0,0
18:08.1,0,0,0
18:08.2,0,0,0
18:08.2,0,0,0
18:08.2,0,0,0
18:08.3,0,0,0
18:08.3,0,0,0
18:08.3,0,0,0
18:08.4,0,0,0
18:08.4,0,0,0
18:08.4,0,0,0
18:08.5,0,0,0
18:08.5,0,0,0
18:08.5,0,0,0
18:08.6,0,0,0
18:08.6,0,0,0
18:08.6,0,0,0
18:08.7,0,0,0
18:08.7,0,0,0
18:08.7,0,0,0
18:08.8,0,0,0
18:08.8,0,0,0
18:08.8,0,0,0
18:08.9,0,0,0
18:08.9,0,0,0
18:08.9,0,0,0
18:09.0,0,0,0
18:09.0,0,0,0
18:09.0,0,0,0
18:09.1,0,0,0
18:09.1,0,0,0
18:09.1,0,0,0
18:09.2,0,0,0
18:09.2,0,0,0
18:09.2,0,0,0
18:09.3,0,0,0
18:09.3,0,0,0
18:09.3,0,0,0
18:09.4,0,0,0
18:09.4,0,0,0
18:09.4,0,0,0
18:09.5,0,0,0
18:09.5,0,0,0
18:09.5,0,0,0
18:09.6,0,0,0
18:09.6,0,0,0
18:09.6,0,0,0
18:09.7,0,0,0
18:09.7,0,0,0
18:09.7,0,0,0
18:09.8,0,0,0
18:09.8,0,0,0
18:09.8,0,0,0
18:09.9,0,0,0
18:09.9,0,0,0
18:09.9,0,0,0
18:10.0,0,0,0
18:10.0,0,0,0
18:10.0,0,0,0
18:10.1,0,0,0
18:10.1,0,0,0
18:10.1,0,0,0
18:10.2,0,0,0
18:10.2,0,0,0
18:10.2,0,0,0
18:10.3,0,0,0
18:10.3,0,0,0
18:10.3,0,0,0
18:10.4,0,0,0
18:10.4,0,0,0
18:10.4,0,0,0
18:10.5,0,0,0
18:10.5,0,0,0
18:10.5,0,0,0
18:10.6,0,0,0
18:10.6,0,0,0
18:10.6,0,0,0
18:10.7,0,0,0
18:10.7,0,0,0
18:10.7,0,0,0
18:10.8,0,0,0
18:10.8,0,0,0
18:10.8,0,0,0
18:10.9,0,0,0
18:10.9,0,0,0
18:10.9,0,0,0
18:11.0,0,0,0
18:11.0,0,0,0
18:11.0,0,0,0
18:11.1,0,0,0
18:11.1,0,0,0
18:11.1,0,0,0
18:11.2,0,0,0
18:11.2,0,0,0
18:11.2,0,0,0
18:11.3,0,0,0
18:11.3,0,0,0
18:11.3,0,0,0
18:11.4,0,0,0
18:11.4,0,0,0
18:11.4,0,0,0
18:11.5,0,0,0
18:11.5,0,0,0
18:11.5,0,0,0
18:11.6,0,0,0
18:11.6,0,0,0
18:11.6,0,0,0
18:11.7,0,0,0
18:11.7,0,0,0
18:11.7,0,0,0
18:11.8,0,0,0
18:11.8,0,0,0
18:11.8,0,0,0
18:11.9,0,0,0
18:11.9,0,0,0
18:11.9,0,0,0
18:12.0,0,0,0
18:12.0,0,0,0
18:12.0,0,0,0
18:12.1,0,0,0
18:12.1,0,0,0
18:12.1,0,0,0
18:12.2,0,0,0
18:12.2,0,0,0
18:12.2,0,0,0
18:12.3,0,0,0
18:12.3,0,0,0
18:12.3,0,0,0
18:12.4,0,0,0
18:12.4,0,0,0
18:12.4,0,0,0
18:12.5,0,0,0
18:12.5,0,0,0
18:12.5,0,0,0
18:12.6,0,0,0
18:12.6,0,0,0
18:12.6,0,0,0
18:12.7,0,0,0
18:12.7,0,0,0
18:12.7,0,0,0
18:12.8,0,0,0
18:12.8,0,0,0
18:12.8,0,0,0
18:12.9,0,0,0
18:12.9,0,0,0
18:12.9,0,0,0
18:13.0,0,0,0
18:13.0,0,0,0
18:13.0,0,0,0
18:13.1,0,0,0
18:13.1,0,0,0
18:13.1,0,0,0
18:13.2,0,0,0
18:13.2,0,0,0
18:13.2,0,0,0
18:13.3,0,0,0
18:13.3,0,0,0
18:13.3,0,0,0
18:13.4,0,0,0
18:13.4,0,0,0
18:13.4,0,0,0
18:13.5,0,0,0
18:13.5,0,0,0
18:13.5,0,0,0
18:13.6,0,0,0
18:13.6,0,0,0
18:13.6,0,0,0
18:13.7,0,0,0
18:13.7,0,0,0
18:13.7,0,0,0
18:13.8,0,0,0
18:13.8,0,0,0
18:13.8,0,0,0
18:13.9,0,0,0
18:13.9,0,0,0
18:13.9,0,0,0
18:14.0,0,0,0
18:14.0,0,0,0
18:14.0,0,0,0
18:14.1,0,0,0
18:14.1,0,0,0
18:14.1,0,0,0
18:14.2,0,0,0
18:14.2,0,0,0
18:14.2,0,0,0
18:14.3,0,0,0
18:14.3,0,0,0
18:14.3,0,0,0
18:14.4,0,0,0
18:14.4,0,0,0
18:14.4,0,0,0
18:14.5,0,0,0
18:14.5,0,0,0
18:14.5,0,0,0
18:14.6,0,0,0
18:14.6,0,0,0
18:14.6,0,0,0
18:14.7,0,0,0
18:14.7,0,0,0
18:14.7,0,0,0
18:14.8,0,0,0
18:14.8,0,0,0
18:14.8,0,0,0
18:14.9,0,0,0
18:14.9,0,0,0
18:14.9,0,0,0
18:15.0,0,0,0
18:15.0,0,0,0
18:15.0,0,0,0
18:15.1,0,0,0
18:15.1,0,0,0
18:15.1,0,0,0
18:15.2,0,0,0
18:15.2,0,0,0
18:15.2,0,0,0
18:15.3,0,0,0
18:15.3,0,0,0
18:15.3,0,0,0
18:15.4,0,0,0
18:15.4,0,0,0
18:15.4,0,0,0
18:15.5,0,0,0
18:15.5,0,0,0
18:15.5,0,0,0
18:15.6,0,0,0
18:15.6,0,0,0
18:15.6,0,0,0
18:15.7,0,0,0
18:15.7,0,0,0
18:15.7,0,0,0
18:15.8,0,0,0
18:15.8,0,0,0
18:15.8,0,0,0
18:15.9,0,0,0
18:15.9,0,0,0
18:15.9,0,0,0
18:16.0,0,0,0
18:16.0,0,0,0
18:16.0,0,0,0
18:16.1,0,0,0
18:16.1,0,0,0
18:16.1,0,0,0
18:16.2,0,0,0
18:16.2,0,0,0
18:16.2,0,0,0
18:16.3,0,0,0
18:16.3,0,0,0
18:16.3,0,0,0
18:16.4,0,0,0
18:16.4,0,0,0
18:16.4,0,0,0
18:16.5,0,0,0
18:16.5,0,0,0
18:16.5,0,0,0
18:16.6,0,0,0
18:16.6,0,0,0
18:16.6,0,0,0
18:16.7,0,0,0
18:16.7,0,0,0
18:16.7,0,0,0
18:16.8,0,0,0
18:16.8,0,0,0
18:16.8,0,0,0
18:16.9,0,0,0
18:16.9,0,0,0
18:16.9,0,0,0
18:17.0,0,0,0
18:17.0,0,0,0
18:17.0,0,0,0
18:17.1,0,0,0
18:17.1,0,0,0
18:17.1,0,0,0
18:17.2,0,0,0
18:17.2,0,0,0
18:17.2,0,0,0
18:17.3,0,0,0
18:17.3,0,0,0
18:17.3,0,0,0
18:17.4,0,0,0
18:17.4,0,0,0
18:17.4,0,0,0
18:17.5,0,0,0
18:17.5,0,0,0
18:17.5,0,0,0
18:17.6,0,0,0
18:17.6,0,0,0
18:17.6,0,0,0
18:17.7,0,0,0
18:17.7,0,0,0
18:17.7,0,0,0
18:17.8,0,0,0
18:17.8,0,0,0
18:17.8,0,0,0
18:17.9,0,0,0
18:17.9,0,0,0
18:17.9,0,0,0
18:18.0,0,0,0
18:18.0,0,0,0
18:18.0,0,0,0
18:18.1,0,0,0
18:18.1,0,0,0
18:18.1,0,0,0
18:18.2,0,0,0
18:18.2,0,0,0
18:18.2,0,0,0
18:18.3,0,0,0
18:18.3,0,0,0
18:18.3,0,0,0
18:18.4,0,0,0
18:18.4,0,0,0
18:18.4,0,0,0
18:18.5,0,0,0
18:18.5,0,0,0
18:18.5,0,0,0
18:18.6,0,0,0
18:18.6,0,0,0
18:18.6,0,0,0
18:18.7,0,0,0
18:18.7,0,0,0
18:18.7,0,0,0
18:18.8,0,0,0
18:18.8,0,0,0
18:18.8,0,0,0
18:18.9,0,0,0
18:18.9,0,0,0
18:18.9,0,0,0
18:19.0,0,0,0
18:19.0,0,0,0
18:19.0,0,0,0
18:19.1,0,0,0
18:19.1,0,0,0
18:19.1,0,0,0
18:19.2,0,0,0
18:19.2,0,0,0
18:19.2,0,0,0
18:19.3,0,0,0
18:19.3,0,0,0
18:19.3,0,0,0
18:19.4,0,0,0
18:19.4,0,0,0
18:19.4,0,0,0
